x,y
2.50919762305275,19.740293570876926
9.014286128198322,263.81056195482404
4.639878836228101,79.78279228244355
1.973169683940732,0.7508460267408417
6.87962719115127,131.03183760700608
6.880109593275947,136.8186305750287
8.83832775663601,236.45039753531074
7.323522915498703,175.3663073297648
2.0223002348641756,13.228759160591574
4.161451555920909,60.25836983282611
9.588310114083951,270.7844734803866
9.398197043239886,292.06222817376545
6.648852816008436,145.62183490117638
5.753217786434477,97.92478345270266
6.363500655857988,114.72619597307954
6.331909802931324,122.30187555683963
3.9151551408092455,36.13447810942316
0.49512863264475726,3.449092887905833
1.3610996271576852,3.9144957995094227
4.175417196039161,34.31634240953908
2.23705789444759,27.448602628871797
7.210122786959163,149.14791895696385
4.157107029295637,48.58153706689092
2.672763134126166,18.739590711427976
0.8786003156592805,8.595092507792941
5.703519227860273,109.79097997578248
6.006524356832806,97.79481066874395
0.28468876827223255,2.210252
